"","title","comment","date","platform","product","is.flavor","is.packaging","is.expiration","is.price","is.source","is.logistic","is.ingredient"
"15","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","很不错 很喜欢 看起来很好吃","01.23","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","包装品质：包装特别怀神，很洋气。做的就跟纪念品一样 口感味道：味道好吃，没有怪味道","01.21","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"17","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","盒子大小刚刚好，乳酸菌素片的味道还不错","01.16","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","还送了软糖和红包，可可爱爱！","01.24","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"19","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","颜值够用，期待效果","01.19","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"20","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","看起来还不错的样子","01.19","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"21","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","吃火锅前吃了两粒，希望有用 没啥副作用 味道微甜 挺好吃的 好用了还会回购的","01.14","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"22","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","易胖体质，又控制不住嘴。买来试试，有效果以后吃东西就不用担心了。卖家挺好还送了维C软糖和红纸包。","01.24","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"23","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","包装品质：包装很精致，很喜欢这种有细节的包装。口味也很好吃，口感很好。如果分量多一些，价格更合理一些，会考虑继续购买。因为之前有次出去玩，提前吃了好像有效果。","01.16","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"24","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","吃了几天，这个食用简单方便，就跟吃糖果一样，继续食用希望有很好的效果","01.22","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"25","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","味道和口感还可以，刚吃还不知道效果怎么样，希望物超所值","01.20","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"26","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","好吃不腻，饭前一颗明显吃的⊙▽⊙少了","01.11","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"27","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","味道好，效果好，还会回购的","01.20","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","发货迅速，包装精良，小袋装便于携带，期待能有效果","01.14","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"29","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","搞到最后是我家附近的工厂做的普通糖果，居然买这么贵。我家就在附近","01.24","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"30","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","口味不错，用于晚上大吃大喝前，期待效果","01.18","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"31","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","味道超好，和吃糖一样，希望效果好","01.14","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"32","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","包装品质：单独包装，携带方便 口感味道：味道还不错","01.21","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"33","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","已收到，今天正好出去吃大餐，先尝试一下","01.13","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"34","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","东西收到了，打开吃了，口感不错，有效果会继续来","01.14","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"35","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","跟描述的是一样的，很显高档，物美价廉，要买的朋友可以下单噢！","01.21","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"36","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","哎嘿 贴纸没拍进去 但是没关系呀！希望有用哇！有用来反馈呦~","01.14","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"37","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","味道挺好吃的，吃了一段时间瘦了几斤。还是很好的。","01.15","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"38","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","酸甜的。特别好吃。有效果。已经回购了。就是希望店家活动福利优惠点。","01.15","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"39","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","此用户没有填写评论!","01.17","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"40","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","吃起来还挺好吃，包装也很不错","01.16","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"41","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","到货啦，已经是多次购买咯 非常好，还送的贴纸","01.17","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"42","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","包装完整，吃起来也不错","01.16","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"43","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","味道不错，不知道是不是有效。反正觉得吃了之后饿的快。","01.24","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"44","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","还没用 包装很好看 送的贴纸和便利贴也很酷","01.23","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"45","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","挺满意的一次购物，质量挺不错的，很喜欢，下次再来光顾。","01.20","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"46","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","吃了口感不错～酸酸甜甜的～","01.18","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"47","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","效果不知道，味道非常不错","01.21","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"48","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","已经下单第二盒了 对于易胖体质的我 希望会有效果","01.20","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"49","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","说实话很甜，暂时看不出效果","01.19","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"50","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","除了价格高，效果还可以","01.23","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"51","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","买来试试，还挺好吃的，效果后期看看。","01.20","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"52","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","非常不错，应该是好好吃，甜甜的应该是，我想应该不错","01.18","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"53","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","商品：包装很好看 一看就是那种特别吸引年轻人的产品 而且听说是阿里的开发小哥出来创业做的 必须需支持一波 吃了一下VC软糖 口感很好","01.11","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"54","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","吃着特别管用，对我来说","01.22","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"55","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","味道还不错，先试了一下，挺管用的","01.24","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"56","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","喜欢的味道","01.13","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"57","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","水果味，很喜欢，吃了一天，希望后续有效果","01.24","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"58","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","BUFF糖有创意刚打的红和蓝","01.15","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"59","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","餐前一支，燃烧你的卡路里！","01.23","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"60","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","这么好吃是我没想到的，，❤❤❤","01.22","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"61","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","收到，还没吃，期待效果，下次继续，多多优惠。","01.17","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"62","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","多次购买，强推。冲冲冲","01.17","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"63","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","东西还不错，不知道怎么评价，只能随便说两句吧，整体东西还不错，相对于满意，等追加评论吧！","01.21","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"64","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","包装品质：包装好潮流 口感味道：口感也挺好吃 商品分量：分量有待提高 新鲜度：不错不错","01.24","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"65","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","物流挺快的 包装挺好玩儿","01.13","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"66","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","和睡眠得糖一样是酸酸甜甜的，不过，这个是压片糖果，也是20颗的。有点像钙片呢，希望真的有效果，被减肥困扰的我","01.12","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"67","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","包装品质：👍 商品分量：👍 保质期：👍 新鲜度：👍 口感味道：比大包装的更撩舌","01.07","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"68","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","噗哈哈哈，囤货囤货。非常好","01.17","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"69","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","好好吃， 糖是早上吃的 饭是中午吃的 人是下午走的 碗是晚上洗的","01.24","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"70","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","包装特别棒，超级可爱~还送了一个便利贴很贴心，如果好用过几天再回购 保质期：保质期绝对杠杠的","01.09","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"71","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","好东西，继续购买！五分好评给你了！","01.23","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"72","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","味道还可以","01.23","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"73","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","口味还可以 不错 ，回家过年，免不了大鱼大肉，看看这个效果","01.13","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"74","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","口感味道：很好吃，现在还不知道效果，等过段时间看效果怎么样在来评价。","01.07","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"75","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","大餐前吃两片，真的不会胖诶！对我这个易胖体质真的爱了，希望能瘦一点，继续吃啦～","01.16","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"76","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","不错不错","01.13","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"77","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","东西收到了 不错 现在还没使用 准备明天晚上去找几个朋友吃饭试试 目前一切还很满意","01.10","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"78","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","第三次购买，效果好！值得信赖！","01.23","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"79","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","包装品质：包装精美 商品分量：数量足 保质期：18个月 新鲜度：好 口感味道：水果的味道，好吃","01.20","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"80","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","味道好极了，真是太棒了","01.23","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"81","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","吃凑单买的，没想到质量跟专卖店一样，特别特别喜欢，而且价格优惠","01.13","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"82","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","还没有吃，先好评！","01.23","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"83","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","第二次购买了，效果不错，全部五分好评，多多支持！","01.15","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"84","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","宝贝收到了、味道很好效果也好、尤其是大餐前吃","01.12","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"85","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","宝贝和介绍的一样，质感很好，功能强大，用了感觉不错","01.11","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"86","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","效果不知道咋样，不过宝宝们都很爱吃","01.13","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"87","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","送的红包好可爱","01.23","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"88","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","易胖体质再也不怕多吃了！过年难免回吃很多东西，有了这个就不用担心过年发福啦！太好啦！","01.11","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"89","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","期待好的效果，大餐前来俩粒🍩🍣🥘🥟🍜🍨","01.16","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"90","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","便利贴也不错，味道和乳酸菌素片差不多，希望有效","01.12","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"91","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","物流很快，收到了迫不及待吃了两颗，酸酸甜甜的，还很好吃，期待效果，要是真有效果，屯个一个月的量","01.16","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"92","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","收到后就打开吃了一个，非常好吃，效果也是棒棒的，下次还会回购。","01.10","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"93","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","已经收到，还没来得及试吃，期待效果","01.23","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"94","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","东西应该是不错的，刚收到货还没有开始吃，等吃了之后有效果再来评论。","01.10","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"95","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","宝贝精美，包装很漂亮，等用后再来追评","01.07","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"96","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","包装不错，用过以后再来追评","01.24","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"97","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","包装严实，口味甜甜，希望能减掉我的肉肉。","01.07","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"98","BUFFX EAT餐前吃白芸豆阻断片碳水淀粉白buff糖盒装代餐咀嚼糖果-tmall.com天猫","包装品质：非常好看喜欢 商品分量：很轻便好携带 口感味道：不是特别甜很好吃，浓浓牛奶味 保质期：没注意 新鲜度：很新鲜啊，独立包装","01.16","Tmall","EAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
